StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent,Current_task,Graph
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212422227,20170609_142422227,777272,784394,921,896,-1,-1,-1,-1,511.3865,-1,0.4706269,0.4961805,-1,-1,0,4,921,896,,921,896,,0,,,,1059,947,902,777272,191,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212422427,20170609_142422427,777472,784594,898,902,916,908,-1,-1,513.9626,497.6675,0.4703636,0.4959569,0.3384933,0.4886171,0,0,907,905,,907,905,,0,,,,1060,912,895,777472,140,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212422753,20170609_142422753,777798,784919,678,870,727,913,-1,-1,510.5639,497.4753,0.4719431,0.496357,0.3398427,0.4890316,0,0,702,892,,702,892,,0,,,,1061,698,888,777798,140,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212424010,20170609_142424010,779055,786177,-1,-1,947,904,-1,3.205063,-1,499.4889,-1,-1,0.3420305,0.4900507,4,0,947,904,,947,904,,0,,,,1063,926,902,779055,233,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212424253,20170609_142424253,779298,786419,894,911,-1,-1,-1,-1,510.5024,-1,0.4732135,0.4984158,-1,-1,0,4,894,911,,894,911,,0,,,,1064,918,901,779298,258,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212424518,20170609_142424518,779563,786685,-1,-1,950,918,-1,-1,-1,496.4104,-1,-1,0.3383937,0.4903107,4,0,950,918,,950,918,,0,,,,1065,936,908,779563,127,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212425248,20170609_142425248,780292,787410,-1,-1,559,916,-1,-1,-1,500.1321,-1,-1,0.3410777,0.4902537,4,0,559,916,,559,916,,0,,,,1066,547,912,780292,109,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212425411,20170609_142425411,780455,787577,1120,497,-1,-1,3.322098,-1,509.1579,-1,0.4696836,0.4964669,-1,-1,0,4,1120,497,,1120,497,,0,,,,1067,1133,488,780455,149,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212425561,20170609_142425561,780605,787727,1153,472,1178,491,3.32988,3.304871,506.6853,502.2144,0.4700066,0.49635,0.3364391,0.4882314,0,0,1166,482,,1166,482,,0,,,,1068,1161,485,780605,249,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212425902,20170609_142425902,780946,788069,1180,438,-1,-1,-1,-1,506.2904,-1,0.4687805,0.4961937,-1,-1,0,4,1180,438,,1180,438,,0,,,,1069,1186,454,780946,108,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212427219,20170609_142427219,782263,789385,-1,-1,832,924,-1,-1,-1,492.8693,-1,-1,0.33957,0.4907926,4,0,832,924,,832,924,,0,,,,1070,817,916,782263,108,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212427669,20170609_142427669,782713,789835,-1,-1,873,919,-1,-1,-1,496.4665,-1,-1,0.3370425,0.4908096,4,0,873,919,,873,919,,0,,,,1071,835,904,782713,216,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212428038,20170609_142428038,783082,790202,-1,-1,1204,370,-1,3.088638,-1,498.3032,-1,-1,0.3366774,0.4888258,4,0,1204,370,,1204,370,,0,,,,1072,1191,381,783082,157,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212428378,20170609_142428378,783422,790543,767,850,810,928,-1,-1,497.4631,481.8598,0.4698255,0.4985588,0.3392738,0.4911726,0,0,788,889,,788,889,,0,,,,1073,790,893,783422,133,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212428563,20170609_142428563,783607,790727,819,865,843,941,3.175949,3.084488,511.8612,494.9172,0.4698255,0.4990977,0.3375273,0.4910853,0,0,831,903,,831,903,,0,,,,1074,844,910,783607,139,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212428893,20170609_142428893,783937,791060,-1,-1,785,921,-1,-1,-1,493.9984,-1,-1,0.3397147,0.4910096,4,0,785,921,,785,921,,0,,,,1075,776,916,783937,117,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212429019,20170609_142429019,784063,791185,788,877,853,921,-1,-1,493.3055,496.2385,0.4718921,0.4995715,0.3379633,0.4910777,0,0,820,899,,820,899,,0,,,,1076,831,895,784063,116,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212429552,20170609_142429552,784596,791718,486,896,505,889,-1,-1,499.6047,495.7204,0.4755503,0.4995492,0.3418465,0.4914368,0,0,496,892,,496,892,,0,,,,1077,493,906,784596,200,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212429853,20170609_142429853,784897,792018,1165,422,-1,-1,-1,-1,505.3153,-1,0.4667114,0.4968215,-1,-1,0,4,1165,422,,1165,422,,0,,,,1078,1158,440,784897,111,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212429970,20170609_142429970,785014,792135,-1,-1,1170,476,-1,-1,-1,493.3124,-1,-1,0.3326187,0.4889449,4,0,1170,476,,1170,476,,0,,,,1079,1155,465,785014,215,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212430352,20170609_142430352,785396,792518,1167,317,-1,-1,-1,-1,511.1043,-1,0.4679771,0.4954002,-1,-1,0,4,1167,317,,1167,317,,0,,,,1080,1185,328,785396,183,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212430565,20170609_142430565,785609,792727,1171,322,1201,340,3.328827,3.279312,509.6773,497.5439,0.4695796,0.4957713,0.336871,0.4877538,0,0,1186,331,,1186,331,,0,,,,1081,1196,337,785609,223,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212430801,20170609_142430801,785845,792968,1204,429,-1,-1,-1,-1,506.9955,-1,0.4687897,0.4952992,-1,-1,0,4,1204,429,,1204,429,,0,,,,1082,1180,455,785845,409,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212431435,20170609_142431435,786479,793601,1138,537,1183,563,3.254761,3.214523,506.1035,497.8016,0.466747,0.4954081,0.3338808,0.4873379,0,0,1160,550,,1160,550,,0,,,,1083,1144,542,786479,110,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212434134,20170609_142434134,789179,796301,1182,574,1241,650,3.369888,3.286758,510.9257,485.6807,0.4637497,0.4934789,0.3328708,0.4854954,0,0,1212,612,,1212,612,,0,,,,1084,1207,632,789179,100,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212434493,20170609_142434493,789538,796660,1058,888,-1,-1,-1,-1,508.8192,-1,0.4659404,0.4958528,-1,-1,0,4,1058,888,,1058,888,,0,,,,1085,1074,888,789538,169,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212437881,20170609_142437881,792926,800048,1163,597,-1,-1,-1,-1,500.9525,-1,0.4642075,0.4943222,-1,-1,0,4,1163,597,,1163,597,,0,,,,1086,1163,610,792926,205,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212438549,20170609_142438549,793594,800714,1219,541,1259,569,3.474121,3.433319,510.8139,500.3213,0.4621251,0.4941691,0.331572,0.4864205,0,0,1239,555,,1239,555,,0,,,,1087,1234,544,793594,181,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212439823,20170609_142439823,794868,801989,895,893,944,911,3.196213,3.145966,509.5696,500.8794,0.4666205,0.4964086,0.3351054,0.4885525,0,0,920,902,,920,902,,0,,,,1088,903,898,794868,127,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212441314,20170609_142441314,796359,803481,1162,448,-1,-1,-1,-1,507.397,-1,0.46334,0.4942242,-1,-1,0,4,1162,448,,1162,448,,0,,,,1089,1162,456,796359,133,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212441463,20170609_142441463,796508,803631,1187,431,-1,-1,-1,-1,507.5399,-1,0.463787,0.4942571,-1,-1,0,4,1187,431,,1187,431,,0,,,,1090,1175,433,796508,109,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212442114,20170609_142442114,797158,804281,967,958,-1,-1,-1,-1,504.6854,-1,0.4665155,0.497161,-1,-1,0,4,967,958,,967,958,,0,,,,1091,980,949,797158,134,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212442931,20170609_142442931,797975,805097,1000,895,1063,887,-1,-1,514.1217,490.431,0.4599521,0.4960606,0.3323989,0.4878018,0,0,1032,891,,1032,891,,0,,,,1092,1029,921,797975,225,,,,,,,,,,CH5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212445414,20170609_142445414,800458,807581,465,22,-1,-1,-1,-1,495.8561,-1,0.4694771,0.4924715,0.3380115,0.4843978,0,0,465,22,,465,22,,0,,,,1093,468,23,800458,183,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212447663,20170609_142447663,802707,809830,-1,-1,532,850,-1,-1,-1,501.2113,-1,-1,0.3401551,0.485175,4,0,532,850,,532,850,,0,,,,1094,535,842,802707,118,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212453495,20170609_142453495,808540,815663,1560,91,-1,-1,3.071182,-1,460.5456,-1,0.4623252,0.4923154,-1,-1,0,4,1560,91,,1560,91,,0,,,,1096,1564,91,808540,126,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212455989,20170609_142455989,811034,818155,476,472,556,506,-1,-1,499.3023,495.6432,0.4650137,0.492724,0.3344693,0.4860518,0,0,516,489,,516,489,,0,,,,1097,521,466,811034,106,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212456713,20170609_142456713,811758,818880,505,436,596,488,-1,-1,499.0238,494.5454,0.4710659,0.4941074,0.3403517,0.4861592,0,0,550,462,,550,462,,0,,,,1098,548,459,811758,107,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212457320,20170609_142457320,812365,819488,1334,266,-1,-1,3.055923,-1,498.5258,-1,0.4644424,0.4940688,-1,-1,0,4,1334,266,,1334,266,,0,,,,1099,1347,264,812365,175,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212458086,20170609_142458086,813131,820254,575,487,638,503,-1,-1,492.3,495.7592,0.4701976,0.494499,0.3393751,0.4863232,0,0,606,495,,606,495,,0,,,,1100,606,498,813131,101,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212458503,20170609_142458503,813548,820671,1378,213,1411,256,-1,-1,497.4427,488.7774,0.4634366,0.4937842,0.3338643,0.4847498,0,0,1394,234,,1394,234,,0,,,,1101,1392,230,813548,167,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212458728,20170609_142458728,813773,820896,1382,210,-1,-1,-1,-1,502.2083,-1,0.4630995,0.4938997,-1,-1,0,4,1382,210,,1382,210,,0,,,,1102,1386,201,813773,167,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212458920,20170609_142458920,813965,821088,1381,246,-1,-1,3.273071,-1,508.46,-1,0.4623183,0.4935291,-1,-1,0,4,1381,246,,1381,246,,0,,,,1103,1376,247,813965,109,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212459588,20170609_142459588,814632,821754,503,569,558,591,-1,-1,496.6199,494.8492,0.4719798,0.4955677,0.3418456,0.4869995,0,0,530,580,,530,580,,0,,,,1104,537,584,814632,108,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212500737,20170609_142500737,815781,822904,1434,576,-1,-1,-1,-1,506.0959,-1,0.4599364,0.4960485,-1,-1,0,4,1434,576,,1434,576,,0,,,,1105,1455,584,815781,193,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212501522,20170609_142501522,816566,823688,610,545,694,560,3.281342,3.239639,506.2921,490.2701,0.4668544,0.4965348,0.3361045,0.4891526,0,0,652,552,,652,552,,0,,,,1106,651,554,816566,123,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212502137,20170609_142502137,817181,824304,1439,498,-1,-1,-1,-1,506.5651,-1,0.4692958,0.4789067,-1,-1,0,4,1439,498,,1439,498,,0,,,,1107,1454,514,817181,267,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212502454,20170609_142502454,817498,824612,1433,527,1490,536,3.276855,3.255249,502.4943,485.3083,0.4611377,0.4970851,0.3307985,0.4898556,0,0,1462,532,,1439,524,,0,,,,1108,1455,531,817488,109,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212502571,20170609_142502571,817615,824729,1448,495,-1,-1,-1,-1,502.9513,-1,0.4621484,0.4972047,-1,-1,0,4,1448,495,,1448,495,,0,,,,1109,1454,513,817615,183,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212502812,20170609_142502812,817856,824979,1427,471,-1,-1,-1,-1,504.8164,-1,0.4623928,0.4972085,-1,-1,0,4,1427,471,,1427,471,,0,,,,1110,1436,493,817856,192,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212503166,20170609_142503166,818210,825329,1396,503,-1,-1,-1,-1,499.8109,-1,0.4626434,0.4976999,-1,-1,0,4,1396,503,,1396,503,,0,,,,1111,1408,517,818210,337,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212503521,20170609_142503521,818565,825687,1402,487,1433,539,3.21347,3.132355,500.4242,480.1861,0.4619619,0.4975192,0.3310131,0.4900495,0,0,1418,513,,1418,513,,0,,,,1112,1408,517,818565,107,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212503820,20170609_142503820,818864,825987,598,492,678,574,3.303391,3.203842,503.8174,484.4113,0.4684767,0.49807,0.3378161,0.4903452,0,0,638,533,,638,533,,0,,,,1113,635,521,818864,125,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212504070,20170609_142504070,819114,826237,538,466,623,512,3.398087,3.314896,510.5203,496.3763,0.4695955,0.4981683,0.3384381,0.4900072,0,0,580,489,,580,489,,0,,,,1114,551,469,819114,493,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212504621,20170609_142504621,819665,826787,609,470,691,494,3.051727,3.037186,499.4868,495.3896,0.4694558,0.4977643,0.3379358,0.4896739,0,0,650,482,,650,482,,0,,,,1115,642,495,819665,315,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212504970,20170609_142504970,820014,827137,502,456,571,500,2.826492,2.880249,497.1571,492.7505,0.4711031,0.4980792,0.3398489,0.4897784,0,0,536,478,,536,478,,0,,,,1116,536,479,820014,100,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212506203,20170609_142506203,821247,827412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,,1336,326,,0,,,,1117,1336,333,820896,352,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212506236,20170609_142506236,821280,828404,1435,518,-1,-1,-1,-1,499.2376,-1,0.4636189,0.4975632,-1,-1,0,4,1435,518,,1435,518,,0,,,,1118,1455,535,821280,543,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212506828,20170609_142506828,821873,828979,1420,581,-1,-1,-1,-1,505.7288,-1,0.4612503,0.4978673,-1,-1,0,4,1420,581,,1438,597,,0,,,,1119,1439,613,821861,404,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212507361,20170609_142507361,822406,829529,826,652,933,598,-1,-1,512.1843,495.1441,0.465644,0.4978865,0.3348539,0.4902488,0,0,880,625,,880,625,,0,,,,1120,876,632,822406,108,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212507487,20170609_142507487,822532,829654,838,657,885,668,-1,-1,513.4017,494.9429,0.4663181,0.4980349,0.3355095,0.4902807,0,0,862,662,,862,662,,0,,,,1121,865,656,822532,103,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212507636,20170609_142507636,822681,829804,1365,593,-1,-1,-1,-1,517.5026,-1,0.4620697,0.4985841,-1,-1,0,4,1365,593,,1365,593,,0,,,,1122,1402,597,822681,251,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212507895,20170609_142507895,822940,830062,1387,628,1428,642,2.914703,2.87236,500.4805,476.2854,0.4618789,0.498133,0.3317008,0.4899755,0,0,1408,635,,1408,635,,0,,,,1123,1411,612,822940,433,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212508571,20170609_142508571,823616,830737,878,550,921,578,3.185898,3.149643,511.3755,497.3453,0.4673662,0.4981211,0.3358645,0.4895783,0,0,900,564,,900,564,,0,,,,1124,888,546,823616,150,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212508836,20170609_142508836,823881,831004,479,569,539,576,-1,-1,498.1945,498.259,0.4719083,0.4984829,0.3399055,0.4900879,0,0,509,572,,509,572,,0,,,,1125,522,581,823881,159,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212509003,20170609_142509003,824048,831170,-1,-1,567,589,-1,-1,-1,493.8411,-1,-1,0.339864,0.4897825,4,0,567,589,,567,589,,0,,,,1126,549,594,824048,183,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212509211,20170609_142509211,824256,831379,500,470,577,484,-1,-1,490.9605,490.4011,0.4712896,0.4973494,0.3402016,0.4892048,0,0,538,477,,538,477,,0,,,,1127,536,418,824256,258,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212509602,20170609_142509602,824647,831770,-1,-1,696,473,-1,-1,-1,496.7313,-1,-1,0.3374377,0.4886966,4,0,696,473,,696,473,,0,,,,1128,680,474,824647,133,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212509778,20170609_142509778,824823,831945,-1,-1,678,545,-1,-1,-1,491.0566,-1,-1,0.338194,0.4889491,4,0,678,545,,678,545,,0,,,,1129,642,530,824823,533,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212514351,20170609_142514351,829396,836516,1366,318,-1,-1,-1,-1,493.0649,-1,0.4705046,0.494191,-1,-1,0,4,1366,318,,1366,318,,0,,,,1130,1372,313,829396,197,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212515165,20170609_142515165,830210,837333,485,486,-1,-1,3.534027,-1,503.2303,-1,0.4731069,0.49495,-1,-1,0,4,485,486,,485,486,,0,,,,1131,485,488,830210,116,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212515290,20170609_142515290,830335,837458,476,434,564,480,3.570984,3.450516,501.9975,493.9119,0.4738377,0.4947129,0.3436283,0.4852463,0,0,520,457,,520,457,,0,,,,1132,523,460,830335,150,,,,,,,,,,CH8,BAR
